observation_id,vraie_espece,groupe_vrai,ensemble,taille,couvert
1011691236,27387,Rare,"[np.float64(27387.0), np.float64(27361.0), np.float64(27364.0), np.float64(27328.0), np.float64(27404.0), np.float64(27393.0), np.float64(27379.0), np.float64(27399.0)]",8,True
1009951237,36970,Rare,"[np.float64(36970.0), np.float64(36950.0)]",2,True
1011971237,1729,Rare,[np.float64(1729.0)],1,True
1003571238,41494,Commun,"[np.float64(41494.0), np.float64(41467.0)]",2,True
1002931238,22339,Rare,"[np.float64(22339.0), np.float64(30030.0)]",2,True
1002501239,23763,Rare,[np.float64(23763.0)],1,True
1017531239,52210,Rare,"[np.float64(52210.0), np.float64(52220.0), np.float64(49854.0), np.float64(52216.0), np.float64(2737.0), np.float64(4749.0)]",6,True
1004931240,37602,Rare,"[np.float64(37646.0), np.float64(37602.0)]",2,True
1008711241,44436,Commun,"[np.float64(44436.0), np.float64(44431.0), np.float64(44423.0), np.float64(44329.0)]",4,True
1002931241,26919,Commun,[np.float64(26919.0)],1,True
1011741242,9407,Commun,"[np.float64(9407.0), np.float64(9409.0), np.float64(9379.0)]",3,True
1014281242,22542,Commun,"[np.float64(22542.0), np.float64(22532.0), np.float64(22552.0)]",3,True
1011041243,1370,Rare,[np.float64(1370.0)],1,True
1017081243,18715,Rare,[np.float64(18715.0)],1,True
1019111244,4630,Rare,"[np.float64(4630.0), np.float64(4644.0), np.float64(4613.0), np.float64(4612.0), np.float64(23469.0), np.float64(5330.0), np.float64(41494.0)]",7,True
1008691244,21816,Commun,"[np.float64(21816.0), np.float64(21814.0), np.float64(9886.0)]",3,True
1002931245,13589,Commun,"[np.float64(13589.0), np.float64(13581.0)]",2,True
1016771248,8338,Rare,"[np.float64(8338.0), np.float64(8333.0)]",2,True
1003991248,36779,Commun,[np.float64(36779.0)],1,True
1014471248,50140,Rare,[np.float64(50140.0)],1,True
1007951250,28772,Commun,[np.float64(28772.0)],1,True
1002931252,12229,Commun,"[np.float64(12229.0), np.float64(12168.0), np.float64(12228.0)]",3,True
1012521252,47357,Rare,"[np.float64(47357.0), np.float64(47372.0), np.float64(47371.0), np.float64(47369.0)]",4,True
1004511253,53415,Rare,"[np.float64(49307.0), np.float64(49330.0)]",2,False
1012991254,41254,Commun,[np.float64(41254.0)],1,True
1012601254,55688,Rare,[np.float64(55688.0)],1,True
1014711255,15922,Rare,"[np.float64(15922.0), np.float64(15906.0)]",2,True
1002501256,25499,Commun,"[np.float64(25499.0), np.float64(25494.0)]",2,True
1012601256,9404,Rare,"[np.float64(9404.0), np.float64(9387.0), np.float64(1982.0)]",3,True
1012961258,35511,Rare,[np.float64(35511.0)],1,True
1011381259,19814,Rare,"[np.float64(19814.0), np.float64(19823.0), np.float64(19775.0), np.float64(19804.0), np.float64(19771.0)]",5,True
1004511262,9025,Commun,"[np.float64(9025.0), np.float64(9084.0), np.float64(9113.0), np.float64(9044.0)]",4,True
1010011262,1982,Commun,[np.float64(1982.0)],1,True
1003861263,47300,Rare,"[np.float64(47300.0), np.float64(47302.0)]",2,True
1013681264,33448,Rare,"[np.float64(33424.0), np.float64(33448.0)]",2,True
1012601264,2151,Commun,"[np.float64(2151.0), np.float64(41528.0), np.float64(2153.0), np.float64(2147.0)]",4,True
1013651264,23765,Rare,"[np.float64(23765.0), np.float64(23749.0)]",2,True
1002601264,55552,Commun,[np.float64(55552.0)],1,True
1014711265,48212,Rare,[np.float64(48212.0)],1,True
1004511267,16990,Rare,"[np.float64(17001.0), np.float64(16990.0), np.float64(17002.0)]",3,True
1004931267,2765,Rare,[np.float64(2765.0)],1,True
1008711267,21816,Commun,"[np.float64(21816.0), np.float64(2221.0)]",2,True
1011971268,30796,Rare,"[np.float64(30796.0), np.float64(30694.0), np.float64(30797.0), np.float64(30692.0)]",4,True
1012601269,4033,Rare,"[np.float64(4033.0), np.float64(4032.0), np.float64(9407.0)]",3,True
1012201269,44439,Rare,"[np.float64(44439.0), np.float64(44468.0), np.float64(44421.0), np.float64(4432.0), np.float64(9886.0)]",5,True
1009581270,44636,Commun,"[np.float64(44636.0), np.float64(8836.0)]",2,True
1011971271,44334,Rare,"[np.float64(44334.0), np.float64(44377.0)]",2,True
1008721273,5550,Commun,"[np.float64(5550.0), np.float64(5552.0)]",2,True
1008431274,26542,Commun,[np.float64(26542.0)],1,True
1009501275,4688,Rare,[np.float64(4688.0)],1,True
1013641276,23529,Rare,"[np.float64(23529.0), np.float64(23461.0), np.float64(23519.0)]",3,True
1019321276,31711,Commun,"[np.float64(31711.0), np.float64(31686.0)]",2,True
1003951276,39662,Rare,[np.float64(39662.0)],1,True
1019361277,9096,Rare,"[np.float64(9096.0), np.float64(9088.0), np.float64(9066.0)]",3,True
1008431280,38537,Rare,[np.float64(38537.0)],1,True
1008691282,51355,Rare,"[np.float64(51355.0), np.float64(51357.0)]",2,True
1002081282,49424,Commun,"[np.float64(49410.0), np.float64(49507.0), np.float64(49489.0), np.float64(49464.0)]",4,False
1003991283,45060,Rare,"[np.float64(45060.0), np.float64(45067.0), np.float64(45066.0), np.float64(45064.0)]",4,True
1002501285,23763,Rare,[np.float64(23763.0)],1,True
1008691285,50140,Rare,[np.float64(50140.0)],1,True
1003561285,53021,Commun,"[np.float64(53006.0), np.float64(52992.0), np.float64(52967.0), np.float64(52976.0), np.float64(27457.0)]",5,False
1014701286,46612,Rare,[np.float64(46612.0)],1,True
1003561287,55659,Rare,[np.float64(55705.0)],1,False
1002501287,44644,Rare,[np.float64(44644.0)],1,True
1002201287,14955,Rare,"[np.float64(14955.0), np.float64(26100.0)]",2,True
1002601288,55663,Rare,"[np.float64(55688.0), np.float64(55663.0), np.float64(55631.0), np.float64(55684.0), np.float64(55624.0)]",5,True
1011971291,21016,Commun,"[np.float64(21016.0), np.float64(21024.0)]",2,True
1002081291,6688,Rare,[np.float64(6688.0)],1,True
1010081292,48165,Rare,"[np.float64(48165.0), np.float64(48189.0), np.float64(48197.0), np.float64(48192.0)]",4,True
1013471292,17661,Rare,"[np.float64(17661.0), np.float64(17649.0), np.float64(17662.0), np.float64(31919.0)]",4,True
1012601292,55190,Rare,[np.float64(55190.0)],1,True
1002601292,55855,Rare,"[np.float64(55855.0), np.float64(55856.0), np.float64(23486.0), np.float64(55864.0), np.float64(55859.0)]",5,True
1001601292,50385,Rare,[np.float64(32107.0)],1,False
1010821293,35843,Rare,"[np.float64(35843.0), np.float64(15762.0)]",2,True
1003861294,56070,Rare,[np.float64(56070.0)],1,True
1014711294,4030,Commun,"[np.float64(3977.0), np.float64(4020.0), np.float64(3979.0), np.float64(3999.0), np.float64(3997.0), np.float64(4030.0)]",6,True
1004471294,27314,Rare,"[np.float64(27314.0), np.float64(27429.0)]",2,True
1003961295,31489,Commun,[np.float64(31489.0)],1,True
1002601296,56087,Rare,[np.float64(56087.0)],1,True
1012601298,54754,Rare,"[np.float64(54754.0), np.float64(54748.0), np.float64(54765.0)]",3,True
1003961298,7764,Rare,"[np.float64(7764.0), np.float64(7765.0)]",2,True
1003911298,7956,Commun,"[np.float64(7959.0), np.float64(7956.0), np.float64(7963.0)]",3,True
1010631299,425,Rare,"[np.float64(425.0), np.float64(434.0), np.float64(28648.0)]",3,True
1008321300,30870,Commun,"[np.float64(30870.0), np.float64(30814.0), np.float64(30860.0), np.float64(3845.0)]",4,True
1003561300,29479,Commun,[np.float64(29479.0)],1,True
1003961301,3007,Commun,"[np.float64(3007.0), np.float64(24760.0)]",2,True
1004541302,38611,Rare,[np.float64(38611.0)],1,True
1001601302,22409,Rare,"[np.float64(3315.0), np.float64(22409.0)]",2,True
1008711304,21041,Commun,"[np.float64(21041.0), np.float64(21733.0), np.float64(21732.0)]",3,True
1001601305,40630,Commun,"[np.float64(40630.0), np.float64(40631.0)]",2,True
1012531307,25965,Commun,[np.float64(25965.0)],1,True
1008701308,426,Commun,[np.float64(426.0)],1,True
1015581308,20688,Rare,"[np.float64(20688.0), np.float64(20682.0)]",2,True
1010631310,56327,Rare,"[np.float64(56327.0), np.float64(56325.0)]",2,True
1005431310,56093,Rare,"[np.float64(56123.0), np.float64(56084.0), np.float64(56127.0), np.float64(56093.0), np.float64(56040.0)]",5,True
1008691310,12779,Commun,"[np.float64(14463.0), np.float64(12779.0), np.float64(12776.0)]",3,True
1012421310,51629,Rare,"[np.float64(51629.0), np.float64(44170.0)]",2,True
1016211310,45885,Commun,"[np.float64(45885.0), np.float64(2854.0), np.float64(45886.0), np.float64(8833.0), np.float64(34492.0), np.float64(45883.0), np.float64(22542.0)]",7,True
1001371311,44592,Rare,"[np.float64(44612.0), np.float64(44592.0), np.float64(44663.0), np.float64(44671.0), np.float64(44716.0)]",5,True
1004471311,30864,Rare,"[np.float64(30864.0), np.float64(49545.0)]",2,True
1012421311,15268,Commun,[np.float64(15266.0)],1,False
1003581311,33733,Commun,[np.float64(33733.0)],1,True
1003861314,56142,Rare,"[np.float64(56142.0), np.float64(56160.0)]",2,True
1012961314,20366,Rare,[np.float64(20366.0)],1,True
1008721315,54267,Rare,[np.float64(51013.0)],1,False
1003851315,9553,Rare,"[np.float64(9761.0), np.float64(9553.0), np.float64(9672.0)]",3,True
1010631316,29787,Commun,[np.float64(29787.0)],1,True
1017531317,9129,Rare,"[np.float64(9869.0), np.float64(4764.0), np.float64(9129.0), np.float64(52210.0)]",4,True
1017131318,42188,Rare,[np.float64(42188.0)],1,True
1015081319,31691,Rare,"[np.float64(31691.0), np.float64(31662.0), np.float64(31711.0)]",3,True
1008321320,28772,Commun,"[np.float64(28772.0), np.float64(28788.0)]",2,True
1017941322,44721,Rare,"[np.float64(44721.0), np.float64(44612.0), np.float64(44736.0)]",3,True
1019681325,46788,Rare,"[np.float64(46788.0), np.float64(46781.0)]",2,True
1003561326,23894,Commun,"[np.float64(23894.0), np.float64(23895.0)]",2,True
1017461327,3914,Commun,[np.float64(3914.0)],1,True
1013361328,49779,Commun,[np.float64(49779.0)],1,True
1003991328,40936,Rare,"[np.float64(40936.0), np.float64(40928.0), np.float64(40950.0), np.float64(40935.0), np.float64(40919.0)]",5,True
1012581329,45536,Rare,"[np.float64(45347.0), np.float64(45536.0), np.float64(45335.0), np.float64(44962.0)]",4,True
1004931330,22787,Rare,"[np.float64(22787.0), np.float64(22803.0)]",2,True
1011971330,21041,Commun,"[np.float64(21041.0), np.float64(21732.0)]",2,True
1008701334,1692,Commun,[np.float64(1692.0)],1,True
1016461336,44962,Commun,"[np.float64(44962.0), np.float64(43355.0), np.float64(52515.0), np.float64(13870.0)]",4,True
1003561336,55280,Commun,"[np.float64(55275.0), np.float64(55280.0), np.float64(55277.0), np.float64(55289.0)]",4,True
1016341337,22409,Rare,"[np.float64(22409.0), np.float64(39752.0), np.float64(38716.0), np.float64(53507.0), np.float64(3315.0), np.float64(39753.0)]",6,True
1018001338,46612,Rare,"[np.float64(46612.0), np.float64(38426.0)]",2,True
1003851338,29153,Rare,"[np.float64(29166.0), np.float64(29153.0)]",2,True
1009811340,9846,Rare,"[np.float64(9846.0), np.float64(9833.0)]",2,True
1014421340,35460,Rare,[np.float64(35460.0)],1,True
1004931341,55679,Commun,[np.float64(10734.0)],1,False
1012531342,9088,Rare,"[np.float64(9088.0), np.float64(9002.0), np.float64(40607.0), np.float64(9066.0)]",4,True
1017531344,3092,Rare,[np.float64(3092.0)],1,True
1012531346,911,Rare,"[np.float64(911.0), np.float64(949.0)]",2,True
1009471346,7687,Rare,"[np.float64(49588.0), np.float64(44988.0), np.float64(7687.0)]",3,True
1001311347,1116,Rare,[np.float64(1116.0)],1,True
1008711348,27666,Commun,"[np.float64(27666.0), np.float64(27652.0)]",2,True
1013361349,29787,Commun,"[np.float64(29787.0), np.float64(29782.0)]",2,True
1000711350,15155,Rare,[np.float64(15155.0)],1,True
1011041350,47201,Commun,"[np.float64(47201.0), np.float64(47515.0)]",2,True
1012231351,22953,Rare,[np.float64(22953.0)],1,True
1004931351,25346,Commun,"[np.float64(25346.0), np.float64(25343.0)]",2,True
1009751351,35170,Commun,"[np.float64(35170.0), np.float64(35161.0), np.float64(35160.0)]",3,True
1003951351,41494,Commun,[np.float64(41500.0)],1,False
1009501353,40649,Rare,"[np.float64(40649.0), np.float64(40677.0), np.float64(40675.0), np.float64(19.0), np.float64(40656.0), np.float64(40670.0)]",6,True
1012531358,7166,Commun,"[np.float64(7166.0), np.float64(7163.0), np.float64(7164.0)]",3,True
1013641358,14658,Rare,[np.float64(14658.0)],1,True
1009061359,28788,Commun,"[np.float64(28788.0), np.float64(28772.0)]",2,True
1003751359,23847,Commun,"[np.float64(23847.0), np.float64(23845.0), np.float64(23835.0), np.float64(23838.0)]",4,True
1009751359,29764,Commun,[np.float64(29764.0)],1,True
1003751360,37105,Commun,"[np.float64(37105.0), np.float64(37114.0)]",2,True
1001601360,45885,Commun,"[np.float64(45885.0), np.float64(130.0), np.float64(45886.0)]",3,True
1003851361,23633,Rare,"[np.float64(23633.0), np.float64(23629.0)]",2,True
1001601362,56247,Commun,"[np.float64(56247.0), np.float64(56237.0)]",2,True
1019251364,53839,Rare,"[np.float64(53839.0), np.float64(53829.0), np.float64(53810.0)]",3,True
1003821370,37094,Commun,[np.float64(37094.0)],1,True
1001601370,22832,Rare,"[np.float64(22832.0), np.float64(22830.0), np.float64(22826.0), np.float64(22843.0), np.float64(22845.0), np.float64(22846.0)]",6,True
1014911371,29764,Commun,"[np.float64(29763.0), np.float64(29764.0), np.float64(29765.0)]",3,True
1009741372,20209,Rare,"[np.float64(20209.0), np.float64(20180.0), np.float64(20213.0), np.float64(20196.0)]",4,True
1012521375,29390,Rare,"[np.float64(29390.0), np.float64(29397.0), np.float64(29389.0), np.float64(29394.0), np.float64(50911.0)]",5,True
1009901377,15184,Rare,"[np.float64(15184.0), np.float64(15183.0)]",2,True
1003951378,42155,Commun,[np.float64(42155.0)],1,True
1004761379,32770,Commun,"[np.float64(32770.0), np.float64(32759.0)]",2,True
1003751380,1982,Commun,[np.float64(1982.0)],1,True
1019681381,46788,Rare,"[np.float64(46788.0), np.float64(46781.0)]",2,True
1013061381,31336,Rare,[np.float64(31336.0)],1,True
1018401384,10592,Rare,"[np.float64(10592.0), np.float64(10640.0), np.float64(10618.0), np.float64(10641.0)]",4,True
1016341385,27314,Rare,"[np.float64(27314.0), np.float64(27383.0)]",2,True
1003951387,11705,Commun,"[np.float64(11705.0), np.float64(11704.0), np.float64(11706.0), np.float64(29385.0)]",4,True
1008721388,55397,Commun,"[np.float64(55397.0), np.float64(55417.0), np.float64(55410.0)]",3,True
1011741388,37092,Commun,"[np.float64(37092.0), np.float64(37095.0), np.float64(3004.0)]",3,True
1018891389,8836,Commun,[np.float64(8836.0)],1,True
1011751389,14321,Rare,"[np.float64(14347.0), np.float64(14355.0), np.float64(14317.0), np.float64(44861.0), np.float64(14315.0), np.float64(14321.0), np.float64(14333.0)]",7,True
1004761391,52402,Commun,"[np.float64(52405.0), np.float64(52402.0), np.float64(52403.0)]",3,True
1016461392,28772,Commun,"[np.float64(28788.0), np.float64(28772.0), np.float64(28791.0), np.float64(28765.0), np.float64(28795.0), np.float64(53070.0)]",6,True
1009901392,13620,Rare,"[np.float64(13620.0), np.float64(13608.0), np.float64(15685.0), np.float64(13613.0)]",4,True
1016221393,10790,Commun,"[np.float64(10790.0), np.float64(47720.0), np.float64(38222.0)]",3,True
1011971393,8729,Rare,[np.float64(8729.0)],1,True
1004931394,44752,Rare,[np.float64(44752.0)],1,True
1008521394,5550,Commun,"[np.float64(5550.0), np.float64(5552.0), np.float64(5549.0)]",3,True
1004761394,55923,Commun,"[np.float64(55900.0), np.float64(55876.0), np.float64(55923.0)]",3,True
1010081395,10640,Rare,"[np.float64(10640.0), np.float64(10592.0), np.float64(39329.0), np.float64(10648.0), np.float64(10618.0), np.float64(10673.0)]",6,True
1003951396,54418,Commun,"[np.float64(54418.0), np.float64(54411.0)]",2,True
1008701396,26919,Commun,[np.float64(26919.0)],1,True
1012531398,9066,Commun,[np.float64(9066.0)],1,True
1004931398,1627,Rare,[np.float64(1627.0)],1,True
1019921398,45885,Commun,"[np.float64(2854.0), np.float64(45885.0), np.float64(23904.0)]",3,True
1004931400,1627,Rare,"[np.float64(1627.0), np.float64(45677.0)]",2,True
1010661401,13271,Commun,"[np.float64(13271.0), np.float64(42201.0)]",2,True
1009951403,36939,Rare,"[np.float64(36931.0), np.float64(36940.0), np.float64(36970.0), np.float64(36950.0)]",4,False
1008711405,56224,Commun,"[np.float64(56224.0), np.float64(56249.0)]",2,True
1011971407,30651,Rare,[np.float64(30651.0)],1,True
1004461407,28735,Rare,"[np.float64(28674.0), np.float64(28735.0), np.float64(28667.0), np.float64(28681.0), np.float64(28685.0)]",5,True
1011391408,48024,Rare,"[np.float64(48024.0), np.float64(26978.0)]",2,True
1011971408,2221,Commun,"[np.float64(2221.0), np.float64(2223.0)]",2,True
1016751410,11037,Rare,"[np.float64(11039.0), np.float64(11037.0)]",2,True
1003581412,30945,Rare,[np.float64(30945.0)],1,True
1012841413,23661,Commun,"[np.float64(23661.0), np.float64(23682.0), np.float64(23692.0)]",3,True
1003851413,9085,Rare,"[np.float64(9085.0), np.float64(9062.0)]",2,True
1015081414,16626,Rare,"[np.float64(16626.0), np.float64(54405.0), np.float64(16616.0), np.float64(22807.0), np.float64(16687.0), np.float64(54409.0), np.float64(16637.0), np.float64(16646.0), np.float64(16688.0), np.float64(54417.0)]",10,True
1001791414,46470,Rare,[np.float64(46470.0)],1,True
1004191414,45802,Rare,"[np.float64(45802.0), np.float64(45810.0)]",2,True
1009811414,373,Commun,"[np.float64(373.0), np.float64(409.0)]",2,True
1010901415,30409,Rare,[np.float64(30409.0)],1,True
1019311417,16697,Rare,[np.float64(16697.0)],1,True
1013651418,39843,Commun,[np.float64(39843.0)],1,True
1012991418,10934,Commun,"[np.float64(10934.0), np.float64(10927.0), np.float64(10931.0), np.float64(10926.0)]",4,True
1001791418,40717,Commun,"[np.float64(25793.0), np.float64(14331.0), np.float64(40717.0), np.float64(29397.0)]",4,True
1011971420,36075,Commun,"[np.float64(36075.0), np.float64(36082.0), np.float64(36074.0)]",3,True
1003251422,45010,Commun,"[np.float64(45010.0), np.float64(4856.0)]",2,True
1009741422,56123,Commun,"[np.float64(56123.0), np.float64(56127.0)]",2,True
1012531423,16698,Rare,"[np.float64(16698.0), np.float64(16627.0), np.float64(16683.0), np.float64(409.0)]",4,True
1002981424,57294,Rare,"[np.float64(57294.0), np.float64(57289.0), np.float64(57274.0)]",3,True
1016221425,13280,Rare,"[np.float64(13280.0), np.float64(13274.0)]",2,True
1013641427,56505,Rare,"[np.float64(56415.0), np.float64(56450.0), np.float64(56505.0), np.float64(56510.0), np.float64(56501.0), np.float64(56464.0), np.float64(56526.0), np.float64(56392.0), np.float64(56478.0)]",9,True
1003381427,5090,Rare,"[np.float64(5083.0), np.float64(5090.0), np.float64(5089.0), np.float64(5085.0), np.float64(5087.0)]",5,True
1013131428,10774,Commun,[np.float64(10774.0)],1,True
1003751429,55679,Commun,"[np.float64(55679.0), np.float64(55658.0), np.float64(55689.0)]",3,True
1011151429,2113,Rare,"[np.float64(2113.0), np.float64(2134.0), np.float64(2154.0), np.float64(2124.0)]",4,True
1004931429,2620,Rare,"[np.float64(2620.0), np.float64(2624.0)]",2,True
1013061429,17745,Rare,"[np.float64(17745.0), np.float64(26753.0), np.float64(9304.0), np.float64(56123.0)]",4,True
1014421430,17414,Commun,"[np.float64(17414.0), np.float64(17419.0), np.float64(17416.0)]",3,True
1018371430,41006,Rare,"[np.float64(41009.0), np.float64(41018.0), np.float64(41035.0), np.float64(40986.0)]",4,False
1002981431,373,Commun,[np.float64(373.0)],1,True
1002981432,21041,Commun,"[np.float64(21041.0), np.float64(50899.0)]",2,True
1018271432,29852,Rare,[np.float64(29852.0)],1,True
1014241432,17758,Rare,"[np.float64(17758.0), np.float64(17763.0)]",2,True
1012951433,54933,Rare,[np.float64(54933.0)],1,True
1013421435,21526,Rare,[np.float64(21526.0)],1,True
1004931435,21022,Rare,"[np.float64(21022.0), np.float64(41378.0)]",2,True
1003911436,22532,Rare,"[np.float64(22532.0), np.float64(22542.0)]",2,True
1017461438,37336,Rare,"[np.float64(37336.0), np.float64(37300.0), np.float64(37342.0), np.float64(37312.0)]",4,True
1009431440,45996,Rare,"[np.float64(46008.0), np.float64(45996.0), np.float64(45993.0), np.float64(46016.0), np.float64(46020.0), np.float64(46065.0), np.float64(46097.0), np.float64(46091.0)]",8,True
1019251440,12979,Rare,"[np.float64(12979.0), np.float64(26529.0), np.float64(13608.0), np.float64(13620.0), np.float64(13621.0)]",5,True
1011841441,44612,Commun,"[np.float64(44612.0), np.float64(44738.0), np.float64(44592.0), np.float64(44716.0), np.float64(44678.0), np.float64(44677.0), np.float64(44606.0), np.float64(44663.0), np.float64(44690.0)]",9,True
1018271442,55552,Commun,[np.float64(55552.0)],1,True
1008701442,21041,Commun,"[np.float64(21041.0), np.float64(11540.0)]",2,True
1003741444,50140,Rare,[np.float64(50140.0)],1,True
1016221446,44861,Rare,"[np.float64(44861.0), np.float64(50941.0), np.float64(14319.0), np.float64(42266.0), np.float64(44859.0), np.float64(27440.0), np.float64(26373.0), np.float64(27457.0)]",8,True
1009471446,15995,Commun,[np.float64(15995.0)],1,True
1010201449,52878,Rare,"[np.float64(52878.0), np.float64(4737.0)]",2,True
1010101449,15704,Commun,"[np.float64(15699.0), np.float64(23383.0), np.float64(15704.0), np.float64(51096.0), np.float64(23425.0)]",5,True
1019321449,38934,Rare,"[np.float64(38934.0), np.float64(38954.0)]",2,True
1014751450,56224,Commun,"[np.float64(56249.0), np.float64(56224.0)]",2,True
1017571451,23682,Rare,"[np.float64(23682.0), np.float64(23661.0)]",2,True
1015571451,21016,Commun,"[np.float64(21016.0), np.float64(55532.0), np.float64(55524.0), np.float64(23305.0), np.float64(55552.0)]",5,True
1019191453,41496,Commun,[np.float64(41496.0)],1,True
1011151454,56212,Commun,[np.float64(56212.0)],1,True
1008711455,13731,Commun,"[np.float64(13731.0), np.float64(13734.0)]",2,True
1015511455,53454,Rare,"[np.float64(53478.0), np.float64(53472.0), np.float64(53454.0), np.float64(53462.0), np.float64(10313.0)]",5,True
1010661455,48016,Rare,"[np.float64(48016.0), np.float64(26975.0), np.float64(48037.0)]",3,True
1011291455,54262,Rare,"[np.float64(54262.0), np.float64(54263.0)]",2,True
1004191457,14215,Rare,"[np.float64(45820.0), np.float64(45773.0), np.float64(45769.0), np.float64(45799.0), np.float64(14224.0)]",5,False
1008711460,53070,Commun,"[np.float64(53070.0), np.float64(53071.0), np.float64(53072.0), np.float64(53074.0)]",4,True
1004111461,30030,Rare,"[np.float64(30030.0), np.float64(14342.0)]",2,True
1017361464,41475,Rare,[np.float64(41475.0)],1,True
1019361465,55911,Rare,[np.float64(55911.0)],1,True
1002521465,5550,Commun,"[np.float64(5550.0), np.float64(5552.0)]",2,True
1009461465,8519,Rare,[np.float64(24073.0)],1,False
1018271468,55552,Commun,[np.float64(55552.0)],1,True
1013771468,13589,Commun,"[np.float64(13589.0), np.float64(13588.0), np.float64(13581.0)]",3,True
1010661468,25965,Commun,[np.float64(3259.0)],1,False
1009431468,42490,Commun,"[np.float64(42490.0), np.float64(42491.0), np.float64(42501.0), np.float64(46884.0)]",4,True
1017571469,52976,Rare,"[np.float64(52976.0), np.float64(53021.0)]",2,True
1013771469,10102,Commun,"[np.float64(10098.0), np.float64(10102.0), np.float64(10097.0)]",3,True
1018851469,47658,Rare,"[np.float64(47658.0), np.float64(47623.0)]",2,True
1002521471,30811,Commun,[np.float64(30811.0)],1,True
1004101471,495,Commun,"[np.float64(495.0), np.float64(498.0), np.float64(479.0)]",3,True
1008701474,4117,Rare,"[np.float64(4117.0), np.float64(4116.0)]",2,True
1013771475,13581,Commun,"[np.float64(13581.0), np.float64(13589.0), np.float64(13591.0), np.float64(13572.0)]",4,True
1011971475,50977,Commun,[np.float64(50977.0)],1,True
1011971476,27666,Commun,[np.float64(27666.0)],1,True
1009801477,18662,Rare,[np.float64(18662.0)],1,True
1018271478,19155,Rare,[np.float64(19155.0)],1,True
1010081479,22542,Commun,"[np.float64(22542.0), np.float64(50977.0), np.float64(28648.0), np.float64(46884.0)]",4,True
1005341479,9828,Rare,"[np.float64(9828.0), np.float64(9827.0), np.float64(9846.0)]",3,True
1002461482,27452,Rare,"[np.float64(27452.0), np.float64(40717.0), np.float64(27457.0)]",3,True
1009511484,11787,Rare,[np.float64(11787.0)],1,True
1011151485,495,Commun,"[np.float64(495.0), np.float64(498.0)]",2,True
1002421486,17132,Rare,[np.float64(17132.0)],1,True
1002521489,54437,Rare,"[np.float64(54437.0), np.float64(15775.0), np.float64(36913.0)]",3,True
1011971490,11771,Rare,[np.float64(11771.0)],1,True
1015571491,41018,Rare,"[np.float64(41018.0), np.float64(41026.0), np.float64(41040.0), np.float64(40980.0), np.float64(40958.0), np.float64(41010.0), np.float64(40967.0), np.float64(41019.0), np.float64(41035.0), np.float64(40986.0)]",10,True
1011971492,14190,Rare,"[np.float64(14190.0), np.float64(14240.0), np.float64(14224.0), np.float64(14215.0)]",4,True
1019801492,35460,Rare,[np.float64(35460.0)],1,True
1002521493,38387,Commun,"[np.float64(38387.0), np.float64(54852.0), np.float64(30619.0)]",3,True
1003501494,45810,Rare,"[np.float64(45810.0), np.float64(55417.0), np.float64(45820.0), np.float64(55397.0), np.float64(26919.0)]",5,True
1012131495,11947,Commun,[np.float64(11947.0)],1,True
1018271497,50972,Rare,"[np.float64(50977.0), np.float64(50972.0)]",2,True
1001011498,3290,Commun,"[np.float64(3293.0), np.float64(3290.0), np.float64(3298.0)]",3,True
1012131499,48766,Rare,"[np.float64(48766.0), np.float64(28475.0), np.float64(30851.0), np.float64(30870.0), np.float64(11787.0), np.float64(28491.0)]",6,True
1001011499,10636,Rare,"[np.float64(10636.0), np.float64(10699.0)]",2,True
1013561501,49545,Commun,"[np.float64(49545.0), np.float64(49531.0)]",2,True
1013561504,36800,Rare,"[np.float64(36800.0), np.float64(36808.0)]",2,True
1018531512,20072,Rare,"[np.float64(20072.0), np.float64(20075.0)]",2,True
1009891512,20441,Commun,[np.float64(20441.0)],1,True
1011381513,41035,Commun,"[np.float64(41035.0), np.float64(41006.0), np.float64(40968.0), np.float64(41041.0), np.float64(41034.0)]",5,True
1008421513,41854,Rare,"[np.float64(41854.0), np.float64(41856.0)]",2,True
1014751513,46889,Rare,"[np.float64(46868.0), np.float64(46889.0), np.float64(46870.0), np.float64(46865.0), np.float64(46884.0)]",5,True
1015341515,10187,Rare,"[np.float64(10192.0), np.float64(10194.0), np.float64(10187.0), np.float64(38777.0), np.float64(10195.0)]",5,True
1003851515,41925,Rare,"[np.float64(41925.0), np.float64(1595.0)]",2,True
1003911516,53857,Rare,[np.float64(53857.0)],1,True
1017571516,46967,Rare,[np.float64(46967.0)],1,True
1011751517,26529,Rare,[np.float64(26529.0)],1,True
1003551519,3004,Commun,"[np.float64(3004.0), np.float64(37092.0), np.float64(15768.0)]",3,True
1009511519,53070,Commun,"[np.float64(53070.0), np.float64(53072.0), np.float64(53071.0)]",3,True
1004001520,15745,Rare,[np.float64(15745.0)],1,True
1009701520,14481,Commun,"[np.float64(14477.0), np.float64(14443.0), np.float64(14481.0)]",3,True
1004111521,29390,Rare,[np.float64(29390.0)],1,True
1016591523,45990,Rare,"[np.float64(46077.0), np.float64(46069.0), np.float64(45993.0), np.float64(45990.0), np.float64(46057.0)]",5,True
1000971523,22943,Commun,"[np.float64(22944.0), np.float64(22943.0)]",2,True
1017571523,46967,Rare,[np.float64(46967.0)],1,True
1013451525,33223,Rare,"[np.float64(33223.0), np.float64(13612.0)]",2,True
